post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:product_style,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:CountryOfOrigin,attribute_data:CountryOfOrigin,attribute_default:CountryOfOrigin,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size
"Hanes Womens Waffle Knit Thermal Crewneck - 3XL, Flint Stone Combo",hanes-womens-waffle-knit-thermal-crewneck-3xl-flint-stone-combo,1285,1324,"Size: 3XL, Color: Flint Stone Combo","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:23",1,closed,54706,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_FlintStoneCombo.jpg ! alt :  ! title : HBI_125601_FlintStoneCombo.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114531,,"Flint Stone Combo",3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens Waffle Knit Thermal Crewneck - 4XL, Flint Stone Combo",hanes-womens-waffle-knit-thermal-crewneck-4xl-flint-stone-combo,1285,1325,"Size: 4XL, Color: Flint Stone Combo","Soft waffle knit thermal organic cotton blend crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:08:23",1,closed,54707,1205,,,no,no,,8.62,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_FlintStoneCombo.jpg ! alt :  ! title : HBI_125601_FlintStoneCombo.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125601_Black.jpg ! alt :  ! title : HBI_125601_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-waffle-knit-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114555,,"Flint Stone Combo",4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Crewneck",hanes-womens-4-way-stretch-thermal-crewneck,,1326,,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:23",1,open,1206,,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,variable,,"Women > Thermal|Women > Thermal > Tops|Women",,,0,,,0,,,,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,,,,"86% polyester 14% spandex",4|1|0,,1,11|1|0,,NULL,10|1|0,,Crewneck,2|1|0,,NULL,8|1|0,,"Long Sleeve",3|1|0,,"Teal Combo",1|1|1,,2XL|L|M|S|XL,0|1|1,
"Hanes Womens 4-Way Stretch Thermal Crewneck - S, Teal Combo",hanes-womens-4-way-stretch-thermal-crewneck-s-teal-combo,1326,1328,"Size: S, Color: Teal Combo","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:24",1,closed,54797,1206,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114746,,"Teal Combo",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Crewneck - M, Teal Combo",hanes-womens-4-way-stretch-thermal-crewneck-m-teal-combo,1326,1329,"Size: M, Color: Teal Combo","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:24",1,closed,54798,1206,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114760,,"Teal Combo",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Crewneck - L, Teal Combo",hanes-womens-4-way-stretch-thermal-crewneck-l-teal-combo,1326,1330,"Size: L, Color: Teal Combo","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:24",1,closed,54799,1206,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114784,,"Teal Combo",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Crewneck - XL, Teal Combo",hanes-womens-4-way-stretch-thermal-crewneck-xl-teal-combo,1326,1331,"Size: XL, Color: Teal Combo","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:24",1,closed,54800,1206,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114807,,"Teal Combo",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Crewneck - 2XL, Teal Combo",hanes-womens-4-way-stretch-thermal-crewneck-2xl-teal-combo,1326,1332,"Size: 2XL, Color: Teal Combo","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:24",1,closed,54801,1206,,,no,no,,12.15,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/be3a150263dcccf4212053836e73067a.jpg ! alt :  ! title : be3a150263dcccf4212053836e73067a.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-crewneck/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114821,,"Teal Combo",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Pant",hanes-womens-4-way-stretch-thermal-pant,,1333,,"4-way stretch base layer pant provides easy movement and flexibility. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:26",1,open,1207,,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,variable,,"Women > Thermal > Bottoms|Women > Thermal|Women",,,0,743,125606,0,,"{""columns"":""pa_size"",""rows"":""pa_color""}",,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,,,,"86% polyester 14% spandex",4|1|0,,1,11|1|0,,NULL,10|1|0,,NULL,2|1|0,,NULL,8|1|0,,NULL,3|1|0,,"Teal Combo",1|1|1,,2XL|L|M|S|XL,0|1|1,
"Hanes Womens 4-Way Stretch Thermal Pant - S, Teal Combo",hanes-womens-4-way-stretch-thermal-pant-s-teal-combo,1333,1335,"Size: S, Color: Teal Combo","4-way stretch base layer pant provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:26",1,closed,54817,1207,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114876,,"Teal Combo",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Pant - M, Teal Combo",hanes-womens-4-way-stretch-thermal-pant-m-teal-combo,1333,1336,"Size: M, Color: Teal Combo","4-way stretch base layer pant provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:26",1,closed,54818,1207,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114890,,"Teal Combo",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Pant - L, Teal Combo",hanes-womens-4-way-stretch-thermal-pant-l-teal-combo,1333,1337,"Size: L, Color: Teal Combo","4-way stretch base layer pant provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:26",1,closed,54819,1207,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114913,,"Teal Combo",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Pant - XL, Teal Combo",hanes-womens-4-way-stretch-thermal-pant-xl-teal-combo,1333,1338,"Size: XL, Color: Teal Combo","4-way stretch base layer pant provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:27",1,closed,54820,1207,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114937,,"Teal Combo",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Womens 4-Way Stretch Thermal Pant - 2XL, Teal Combo",hanes-womens-4-way-stretch-thermal-pant-2xl-teal-combo,1333,1339,"Size: 2XL, Color: Teal Combo","4-way stretch base layer pant provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria.",publish,,0,"2021-07-21 16:08:27",1,closed,54821,1207,,,no,no,,10.97,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/b53874e2ac7ad4d00ca95d91edb5d175.jpg ! alt :  ! title : b53874e2ac7ad4d00ca95d91edb5d175.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-womens-4-way-stretch-thermal-pant/,Hanes,Women,Thermals,FreshIQ,,,,,,0,,,0,00843347114951,,"Teal Combo",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
